method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),0,15,case_weighted,369,4,0.566422669050838,0.5597650235923374,0.5200171686344861,0.603862660944206,1.5626572932437788,7.505375012293749,10.26072288299298,1.9088047843508074,1.9088047843508074,0.12917795204345428,1.9088047843508074,1.7913279132791329,1.6287262872628727,0.16260162601626016,7.505375012293749,14.221225342697126,180.96669584771192,180.96669584771192,0.22746781115879827,0.9852941176470589,0.6063809644029285
Dipole fitting (grid),0,20,case_weighted,369,4,0.5662152029897244,0.5597747547344807,0.5199658035508704,0.603862660944206,1.567241714477134,7.55005984051636,10.104483260419512,1.7659725129180743,1.7659725129180743,0.1306503621034604,1.7659725129180743,1.7181571815718157,1.5555555555555556,0.16260162601626016,7.55005984051636,18.031018785936602,179.04369917765052,179.04369917765052,0.23605150214592274,0.9852941176470589,0.6106728098964909
Dipole fitting (grid),5,-10,case_weighted,369,4,0.5603782848525451,0.5589873908411788,0.5197769691500073,0.5824034334763948,1.5792348563769254,5.342880165128962,8.946052260702626,2.7104100192466,2.7104100192466,0.11786563112007512,2.7104100192466,1.5040650406504066,1.3712737127371273,0.13279132791327913,5.342880165128962,16.91359419328934,191.01086375333577,191.01086375333577,0.18454935622317598,0.9926470588235294,0.5885982075233527
Dipole fitting (grid),5,-5,case_weighted,369,4,0.5655187448823463,0.5612494118274518,0.5219625349346663,0.5977110157367669,1.5392277126727436,4.888649354058764,8.546533760014517,1.6723968492082795,1.6723968492082795,0.12188946224016953,1.6723968492082795,1.5365853658536586,1.3929539295392954,0.14363143631436315,4.888649354058764,15.197937243680089,183.01844788655592,183.01844788655592,0.21888412017167383,1.0,0.6094420600858369
Dipole fitting (grid),5,0,case_weighted,369,4,0.570135359576953,0.5633403912809251,0.5238990410238223,0.6078683834048642,1.5177229300504855,4.7153016075437275,8.253051156247823,2.175045329717463,2.175045329717463,0.1346938004444017,2.175045329717463,1.6531165311653115,1.4850948509485096,0.16802168021680217,4.7153016075437275,14.247105865098165,177.99636393282142,177.99636393282142,0.24034334763948498,1.0,0.6201716738197425
Dipole fitting (grid),5,5,case_weighted,369,4,0.5748953374383802,0.5629696989494047,0.5227882851857977,0.6253218884120172,1.510092713744187,5.068245523446497,8.331434752556081,1.5062706276771916,1.5062706276771916,0.13945601890007825,1.5062706276771916,1.7560975609756098,1.5718157181571815,0.1842818428184282,5.068245523446497,10.328759328695208,168.99953128004594,168.99953128004594,0.27896995708154504,1.0,0.6394849785407726
Dipole fitting (grid),5,10,case_weighted,369,4,0.572489174272762,0.5629066281076383,0.5230424160460053,0.6170243204577969,1.5132970778060195,5.733413571658501,9.051877077963665,1.2626495137058338,1.2626495137058338,0.13176609975446363,1.2626495137058338,1.8401084010840107,1.6720867208672088,0.16802168021680217,5.733413571658501,16.35202333920688,173.97869677649052,173.97869677649052,0.2575107296137339,1.0,0.6287553648068669
Dipole fitting (grid),5,15,case_weighted,369,4,0.57151341001382,0.5624173269476316,0.5224695339576324,0.6147353361945638,1.5297693085500488,5.96760560875372,8.910347015647064,1.2903225286116131,1.2903225286116131,0.13921343611859308,1.2903225286116131,1.8211382113821137,1.6476964769647697,0.17344173441734417,5.96760560875372,13.558817086102554,172.09861855878685,172.09861855878685,0.26609442060085836,0.9926470588235294,0.6293707397121939
Dipole fitting (grid),5,20,case_weighted,369,4,0.5683027795727802,0.560060176181953,0.5200854933077788,0.6108726752503577,1.5537759372923823,7.476789718491869,9.307256477081884,1.0952000894665475,1.0952000894665475,0.12326086212467317,1.0952000894665475,1.7831978319783197,1.6260162601626016,0.15718157181571815,7.476789718491869,16.599116091156073,179.8764421505251,179.8764421505251,0.2317596566523605,0.9926470588235294,0.612203357737945
Dipole fitting (grid),10,-10,case_weighted,369,4,0.5681871109441412,0.5601205489854233,0.5199562444828045,0.6062947067238913,1.562013026474586,6.427523669156395,9.592087620536844,4.099380313837258,4.099380313837258,0.14429773091826878,4.099380313837258,1.6422764227642277,1.4444444444444444,0.1978319783197832,6.427523669156395,15.550592688742343,170.30437727200314,170.30437727200314,0.27467811158798283,1.0,0.6373390557939914
Dipole fitting (grid),10,-5,case_weighted,369,4,0.577052366092196,0.5618359653508084,0.5209543093183023,0.6346208869814021,1.5281644647755828,5.527683645776511,9.051795748241805,2.7874172538688797,2.7874172538688797,0.15457753952505623,2.7874172538688797,1.6558265582655827,1.4308943089430894,0.22493224932249323,5.527683645776511,12.370045248360324,159.16995568429041,159.16995568429041,0.3218884120171674,1.0,0.6609442060085837
Dipole fitting (grid),10,0,case_weighted,369,4,0.5807582117589345,0.5643598673233187,0.5234225180011255,0.6416309012875536,1.5006002849323155,5.454942075842074,8.424367653244461,2.6885072342564618,2.6885072342564618,0.1555750623185952,2.6885072342564618,1.7371273712737128,1.5149051490514904,0.2222222222222222,5.454942075842074,11.086370534696176,161.92569531427492,161.92569531427492,0.3090128755364807,1.0,0.6545064377682404
Dipole fitting (grid),10,5,case_weighted,369,4,0.5817664171130572,0.5640190103830606,0.5232775157756322,0.6460658082975681,1.4991685678798892,5.704054747157984,8.531178762146299,2.284026179195656,2.284026179195656,0.15378070177260014,2.284026179195656,1.7750677506775068,1.5474254742547426,0.22764227642276422,5.704054747157984,10.526735692182855,158.955363400928,158.955363400928,0.3218884120171674,1.0,0.6609442060085837
Dipole fitting (grid),10,10,case_weighted,369,4,0.5812978966942679,0.5641853426149298,0.5234606986406252,0.6466380543633763,1.4888963990959494,4.626983229093549,8.047718491030578,1.6198159227742004,1.6198159227742004,0.15092295959569998,1.6198159227742004,1.8509485094850948,1.6341463414634145,0.21680216802168023,4.626983229093549,11.380777390223006,158.95536340247156,158.95536340247156,0.3218884120171674,0.9926470588235294,0.6572677354203484
Dipole fitting (grid),10,15,case_weighted,369,4,0.5767416665067361,0.5635359829424834,0.5229805798009995,0.6303290414878399,1.5050992878831433,5.4269922424083035,8.408253071996686,0.8065601051457874,0.8065601051457874,0.13379441640278067,0.8065601051457874,1.8319783197831978,1.6504065040650406,0.18157181571815717,5.4269922424083035,13.73263912000331,171.79818939043767,171.79818939043767,0.26609442060085836,0.9852941176470589,0.6256942691239586
Dipole fitting (grid),10,20,case_weighted,369,4,0.5715525501874938,0.5617972072552819,0.5217643592792136,0.6167381974248928,1.528169207365111,6.307897274882447,9.291551974736166,1.6004125587374498,1.6004125587374498,0.13386390926278946,1.6004125587374498,1.8021680216802167,1.6260162601626016,0.17615176151761516,6.307897274882447,15.92097851991437,173.0171984363769,173.0171984363769,0.26180257510729615,1.0,0.630901287553648
Dipole fitting (grid),15,-10,case_weighted,369,4,0.577348953988123,0.5599926624643755,0.518168586276297,0.6412017167381975,1.5592781661952022,7.346254050555104,10.196841430698996,2.6285190759563735,2.6285190759563735,0.15673745364598848,2.6285190759563735,1.6747967479674797,1.4444444444444444,0.23035230352303523,7.346254050555104,17.459835456307733,156.1996237709435,156.1996237709435,0.33476394849785407,1.0,0.6673819742489271
Dipole fitting (grid),15,-5,case_weighted,369,4,0.5827973632784328,0.5619527358864658,0.5199792729337791,0.6566523605150214,1.5286726852122996,5.734189750264287,9.341234891273322,2.40721141144119,2.40721141144119,0.16339936850222042,2.40721141144119,1.6747967479674797,1.4336043360433603,0.24119241192411925,5.734189750264287,14.643603669208522,152.01028279531727,152.01028279531727,0.351931330472103,1.0,0.6759656652360515
Dipole fitting (grid),15,0,case_weighted,369,4,0.5857957427834549,0.5632945372411161,0.5216095490610869,0.6623748211731043,1.5085786125423646,5.350720684801673,9.177524471511381,2.575060493182873,2.575060493182873,0.17088336641850982,2.575060493182873,1.7398373983739837,1.4769647696476964,0.26287262872628725,5.350720684801673,15.147035641018446,143.22804242405917,143.22804242405917,0.3905579399141631,1.0,0.6952789699570816
