method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),-10,5,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,0.041362535843162886,nan,nan,0.0,0.0,1.0,0.0,1.6333333333333333,0.6333333333333333,1.0,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,5,deep_plus_surface,case_weighted_within_scenario,136,1,0.5384608534876053,0.5212793238680101,0.5188750130812814,0.557843137254902,1.7191982198922366,11.306773100962484,11.224936495251088,1.9999999588252888,1.9999999588252888,0.10601171252735471,1.9999999588252888,1.6691176470588236,1.5220588235294117,0.14705882352941177,11.306773100962484,11.224936495251088,199.9071836360638,199.9071836360638,0.14705882352941177,nan,nan
Dipole fitting (grid),-10,5,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.5138242409213255,0.5162290333954269,0.5165259629548467,0.5069651741293533,1.7898228349100802,7.761092380655217,9.824266772128885,4.999999699676777,4.999999699676777,0.021907593259539712,4.999999699676777,2.253731343283582,2.2238805970149254,0.029850746268656716,7.761092380655217,46.634017457586104,227.19242194115495,227.19242194115495,0.029850746268656716,nan,nan
Dipole fitting (grid),-10,5,surface_only,case_weighted_within_scenario,136,1,0.5205698009344896,0.5209056959019058,0.5209059028494077,nan,1.6752755417597553,8.11485539330832,9.36005067881191,nan,nan,0.003075537534271069,nan,1.3897058823529411,1.3823529411764706,0.007352941176470588,8.11485539330832,9.36005067881191,nan,nan,nan,0.9926470588235294,nan
Dipole fitting (grid),-10,10,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,0.01915137795878286,nan,nan,0.0,0.0,1.0,0.0,2.5,1.5,1.0,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,10,deep_plus_surface,case_weighted_within_scenario,136,1,0.5460236404004037,0.5219145558491297,0.5191417747019418,0.5723039215686275,1.7058825859227866,10.445177464478403,12.88009240783833,1.999999879870711,1.999999879870711,0.10940828414542869,1.999999879870711,1.6470588235294117,1.463235294117647,0.18382352941176472,10.445177464478403,12.88009240783833,191.37670156649668,191.37670156649668,0.18382352941176472,nan,nan
Dipole fitting (grid),-10,10,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.5172242873236383,0.5179594585032775,0.5180857513058977,0.5139303482587065,1.756189430480237,5.378833885522184,8.135597214292575,4.999999699676777,4.999999699676777,0.04488907210334795,4.999999699676777,2.08955223880597,2.029850746268657,0.05970149253731343,5.378833885522184,45.22259215551395,220.35573202603254,220.35573202603254,0.05970149253731343,nan,nan
Dipole fitting (grid),-10,10,surface_only,case_weighted_within_scenario,136,1,0.5197132399014149,0.5201766623873304,0.5201763380922643,nan,1.6908988309467872,6.85031405220066,9.08624033957814,nan,nan,0.0,nan,1.3970588235294117,1.3970588235294117,0.0,6.85031405220066,9.08624033957814,nan,nan,nan,1.0,nan
Dipole fitting (grid),-10,15,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,0.0033379811203464943,nan,nan,0.0,0.0,1.0,0.0,2.7333333333333334,1.7333333333333334,1.0,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,15,deep_plus_surface,case_weighted_within_scenario,136,1,0.5463034975301069,0.5224853422922716,0.5198041414283191,0.5718137254901962,1.6831647060254031,9.479797098100583,10.57328395372717,2.746004929715358,2.746004929715358,0.1260050198224101,2.746004929715358,1.6397058823529411,1.4411764705882353,0.19852941176470587,9.479797098100583,10.57328395372717,189.729428692395,189.729428692395,0.19117647058823528,nan,nan
Dipole fitting (grid),-10,15,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.5154314862598853,0.5155480141417756,0.5155730189942885,0.5149253731343284,1.7692438189767705,5.920563048748682,9.342159188979206,0.0,0.0,0.023596441425657748,0.0,2.1343283582089554,2.1044776119402986,0.029850746268656716,5.920563048748682,39.52398865175059,227.04316821877654,227.04316821877654,0.029850746268656716,nan,nan
Dipole fitting (grid),-10,15,surface_only,case_weighted_within_scenario,136,1,0.5192296929798337,0.5197192267049061,0.5197198841494519,nan,1.6950958187981497,7.380995521513146,9.643290601795806,nan,nan,0.0028326884424647023,nan,1.3602941176470589,1.3455882352941178,0.014705882352941176,7.380995521513146,9.643290601795806,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-10,20,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,0.0012720024966178004,nan,nan,0.0,0.0,1.0,0.0,2.466666666666667,1.4666666666666666,1.0,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,20,deep_plus_surface,case_weighted_within_scenario,136,1,0.5440395817524477,0.5214331640762261,0.518981924445252,0.5681372549019608,1.69908510720302,9.879702909716265,10.777414922306116,3.0109334809728576,3.0109334809728576,0.10869594102684699,3.0109334809728576,1.625,1.4338235294117647,0.19117647058823528,9.879702909716265,10.777414922306116,193.097503873813,193.097503873813,0.17647058823529413,nan,nan
