eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
-10,5,surface_only,case_weighted_within_scenario,68,1,0.9228187199663505,0.9695656468657856,0.8179184114802974,3.3183682282950793,6.342085294040889,nan,nan,0.0045655515172238915,nan,17.735294117647058,3.3183682282950793,6.342085294040889,nan,nan,nan,1.0,nan
-10,10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.30916436783209916,nan,nan,0.0,0.0,1.0,0.0,438.4375,nan,nan,0.0,0.0,1.0,nan,nan
-10,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.7834775448486005,0.9489897061133017,0.9733169546757262,5.198605581437456,6.061563985794968,11.720979502630925,10.684659294498015,0.26826645737679305,10.684659294498015,16.014705882352942,5.198605581437456,6.061563985794968,11.720979502630925,10.684659294498015,0.4117647058823529,nan,nan
-10,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7566977008078973,0.8768052678089564,1.2452970147836004,4.765608731153457,15.965276081415087,18.040817745715835,16.260463597597134,0.09659366472831162,16.260463597597134,16.205882352941178,4.765608731153457,15.965276081415087,18.040817745715835,16.260463597597134,0.14705882352941177,nan,nan
-10,10,surface_only,case_weighted_within_scenario,68,1,0.9190840719302258,0.9689999884749096,0.831379640963949,3.4325188473729473,5.950873643128377,nan,nan,0.004669659568110369,nan,18.16176470588235,3.4325188473729473,5.950873643128377,nan,nan,nan,1.0,nan
-10,15,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.2939664929771522,nan,nan,0.0,0.0,1.0,0.0,406.0,nan,nan,0.0,0.0,1.0,nan,nan
-10,15,deep_plus_surface,case_weighted_within_scenario,68,1,0.806287866747531,0.9526124666963564,0.9458777720356527,5.031973756774509,7.0762525663374,10.903955943725904,9.656294030322497,0.2954044845810815,9.656294030322497,15.808823529411764,5.031973756774509,7.0762525663374,10.903955943725904,9.656294030322497,0.5,nan,nan
-10,15,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7652020423696978,0.8945963741252458,1.245568841449195,6.826166543846456,15.235627837654176,17.28757221015852,15.740074813891454,0.1695360670438913,15.740074813891454,15.5,6.826166543846456,15.235627837654176,17.28757221015852,15.740074813891454,0.2647058823529412,nan,nan
-10,15,surface_only,case_weighted_within_scenario,68,1,0.9202392562091557,0.9681263124246406,0.8305073017198508,3.144299390638431,6.9645721725008976,nan,nan,0.004151895028115526,nan,18.323529411764707,3.144299390638431,6.9645721725008976,nan,nan,nan,1.0,nan
-10,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.3280626617382625,nan,nan,0.0,0.0,1.0,0.0,484.375,nan,nan,0.0,0.0,1.0,nan,nan
