case_id,scenario,eeg_snr_db,meg_snr_db,gate_score,gate_eeg_score,gate_meg_score,gate_eeg_response_excess,gate_meg_response_excess,gate_reliability_balance,gate_reliability_eeg_weight,gate_formula,primary_channel_weight_min,primary_channel_weight_max,gate_threshold,deep_present_decision,selected_deep_index,secondary_surface_score,surface_threshold,surface_present_decision,null_converged,full_converged,selection_surface_converged,final_surface_converged,all_converged,status,error,elapsed_seconds
erp-v6-hierarchical-v2-surface-calibration-043-eeg+20-meg-10,deep_only,20,-10,0.12535785133463598,0.8363319551771689,0.06533258467292609,19.48104938409001,0.08657070645391607,0.053052491895165324,0.5132631229737913,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,90.03335899999365
erp-v6-hierarchical-v2-surface-calibration-044-eeg+20-meg-10,deep_only,20,-10,0.056650299381555955,0.3717297484241725,0.034610487113105035,21.407000079374555,0.053705107412142405,0.0470257108796134,0.5117564277199034,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7503,0.0,,,1,1,1,,1,ok,,128.97270659997594
erp-v6-hierarchical-v2-surface-calibration-045-eeg+20-meg-10,deep_only,20,-10,0.08593014800780503,0.8412915918443696,0.006568624351940798,25.836545676538023,0.058345883317558744,0.039436740334387474,0.5098591850835968,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7499,-0.008095779190531395,,,1,1,1,,1,ok,,251.08130329998676
erp-v6-hierarchical-v2-surface-calibration-046-eeg+20-meg-10,deep_only,20,-10,0.07469086864901787,0.5395271671256439,0.037020886172343025,22.708792896621485,0.0,0.04217844427425491,0.5105446110685637,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7503,0.0,,,1,1,1,,1,ok,,112.4366977000027
erp-v6-hierarchical-v2-surface-calibration-047-eeg+20-meg-10,deep_only,20,-10,0.06380974528623393,0.6804422816154646,0.0057204174916767915,31.090465200933963,0.0,0.03116190412755051,0.5077904760318876,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7507,0.0,,,1,1,1,,1,ok,,113.19919670000672
erp-v6-hierarchical-v2-surface-calibration-048-eeg+20-meg-10,deep_only,20,-10,0.10406452407457523,0.7665722603222067,0.04846133846992152,22.561231838642193,0.02782611795995149,0.04362361547982561,0.5109059038699564,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7511,0.0,,,1,1,1,,1,ok,,106.50448110001162
erp-v6-hierarchical-v2-surface-calibration-049-eeg+20-meg-10,deep_only,20,-10,0.0852310407694681,0.8246093889511924,0.006084756304419356,25.102998400886808,0.03523638985177535,0.039659673342990545,0.5099149183357476,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7508,0.0,,,1,1,1,,1,ok,,85.75469319999684
erp-v6-hierarchical-v2-surface-calibration-050-eeg+20-meg-10,deep_only,20,-10,0.08901404674216934,0.4587287025779102,0.07477090704282903,17.614360652944956,0.12071176283848284,0.06020683620208983,0.5150517090505224,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7505,0.0,,,1,1,1,,1,ok,,111.3298731999821
erp-v6-hierarchical-v2-surface-calibration-051-eeg+20-meg-10,deep_only,20,-10,0.13038510926770727,0.9680468429051523,0.059397050936975324,22.52842424420323,0.04697368599665275,0.04449824922952921,0.5111245623073823,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,122.86587949999375
erp-v6-hierarchical-v2-surface-calibration-052-eeg+20-meg-10,deep_only,20,-10,0.11282686675069749,0.8459330609169196,0.03955867493097711,20.117020430476103,0.09711481425753732,0.05195405373923777,0.5129885134348094,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,150.6000596000231
