method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
RAP-MUSIC,10,0,case_weighted,186,4,0.6242488948188706,0.5729585323041733,1.408654154797441,4.265918160145697,8.533454786976625,0.6706148764823324,0.6706148764823324,0.2546030839735551,0.6706148764823324,2.225806451612903,4.265918160145697,8.533454786976625,91.6408764109787,91.6408764109787,0.5932203389830508,1.0,0.7966101694915254
RAP-MUSIC,10,5,case_weighted,186,4,0.6392214187259817,0.5792241453590201,1.341873957270496,3.2536184168743163,7.775085157629974,0.18130943630415483,0.18130943630415483,0.2774549265427295,0.18130943630415483,2.2688172043010755,3.2536184168743163,7.775085157629974,79.45175093460017,79.45175093460017,0.652542372881356,1.0,0.826271186440678
RAP-MUSIC,10,10,case_weighted,186,4,0.627416260398023,0.5773348958615868,1.3368266798590225,3.232674027351391,7.528130741976371,0.1449275441818622,0.1449275441818622,0.2646149582514363,0.1449275441818622,2.236559139784946,3.232674027351391,7.528130741976371,97.26632611445882,97.26632611445882,0.5847457627118644,1.0,0.7923728813559322
RAP-MUSIC,10,15,case_weighted,186,4,0.6207286372537018,0.5781014024672539,1.337674395984721,3.431838517282582,7.258493713620602,0.45147830060621424,0.48387093867839776,0.23828028507241245,0.48387093867839776,2.2204301075268815,3.431838517282582,7.258493713620602,111.3018806660095,111.3189005266915,0.5169491525423728,1.0,0.7584745762711864
RAP-MUSIC,10,20,case_weighted,186,4,0.6113327742230934,0.5759704998182967,1.3741340044631953,4.030771320150737,7.652750595088577,0.3636363417946745,0.3636363417946745,0.21727027488054268,0.3636363417946745,2.182795698924731,4.030771320150737,7.652750595088577,125.11723767579818,125.11723767579818,0.4576271186440678,0.9852941176470589,0.7214606181455634
RAP-MUSIC,15,-10,case_weighted,186,4,0.6409442247939291,0.5723156959794726,1.4087986192828568,5.030396038317063,8.950835571820644,0.3970015798203445,0.3970015798203445,0.30211046624950866,0.3970015798203445,2.1774193548387095,5.030396038317063,8.950835571820644,63.754861993774774,63.754861993774774,0.7203389830508474,1.0,0.8601694915254237
RAP-MUSIC,15,-5,case_weighted,186,4,0.6475083254350104,0.5746161448215535,1.3807498299879641,4.262070011065003,8.603605079865149,0.22222223041608696,0.22222223041608696,0.3055295578927415,0.22222223041608696,2.2204301075268815,4.262070011065003,8.603605079865149,55.701823158586556,55.701823158586556,0.7627118644067796,1.0,0.8813559322033898
RAP-MUSIC,15,0,case_weighted,186,4,0.6457978649241398,0.5763126824372403,1.3633719273625104,4.08739254993459,8.261291075408494,0.0,0.0,0.30050824774370233,0.0,2.252688172043011,4.08739254993459,8.261291075408494,65.44881941743348,65.44881941743348,0.7203389830508474,1.0,0.8601694915254237
RAP-MUSIC,15,5,case_weighted,186,4,0.6474479187619369,0.5784022512015656,1.349617484376842,3.7994168591955133,8.412358700486731,0.0,0.0,0.2966259190272069,0.0,2.3118279569892475,3.7994168591955133,8.412358700486731,65.44881941743348,65.44881941743348,0.7203389830508474,1.0,0.8601694915254237
RAP-MUSIC,15,10,case_weighted,186,4,0.6475297632551502,0.5785567443483922,1.3282901757694485,3.4075365186398727,7.715536301951515,0.0,0.0,0.2931648325270727,0.0,2.295698924731183,3.4075365186398727,7.715536301951515,65.44881941743348,65.44881941743348,0.7203389830508474,1.0,0.8601694915254237
