method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),-5,5,scenario_macro,185,4,0.6659476889497131,0.6445092194528707,1.2231569155194706,6.903913372100824,11.036736423663612,2.808178103148593,2.808178103148593,6.903913372100824,11.036736423663612,105.2152389149647,105.2152389149647,0.34993682956049393,2.808178103148593,2.100735294117647,0.5294117647058824,0.9705882352941176,0.75
Dipole fitting (grid),-5,10,scenario_macro,185,4,0.6686785663214325,0.6434846951568227,1.2235273214588744,6.817293433988742,12.66031140875162,3.057442688172278,3.057442688172278,6.817293433988742,12.66031140875162,94.05237355414515,94.05237355414515,0.3546372045908981,3.057442688172278,2.0473039215686275,0.5686274509803921,1.0,0.7843137254901961
Dipole fitting (grid),-5,15,scenario_macro,185,4,0.6661562106300423,0.6429895214009851,1.2241749125292056,6.711888712587154,10.352664828708717,2.8371270229729806,2.8371270229729806,6.711888712587154,10.352664828708717,100.67734991569898,100.67734991569898,0.34507669048465334,2.8371270229729806,1.938235294117647,0.5441176470588235,1.0,0.7720588235294117
Dipole fitting (grid),-5,20,scenario_macro,185,4,0.6632953154652942,0.6420538577127001,1.2285821985256948,6.639365101313904,10.795830771735368,1.8962214080959319,1.896221408095932,6.639365101313904,10.795830771735368,109.45752044637568,109.45752044637568,0.3350066174294476,1.896221408095932,2.0142156862745098,0.5098039215686274,1.0,0.7549019607843137
Dipole fitting (grid),0,-10,scenario_macro,185,4,0.63840422911258,0.6391257979750411,1.3775541535074711,6.369137688498999,9.524665420077291,4.714045047353406,4.714045047353406,6.369137688498999,9.524665420077291,150.42204864439438,150.42204864439438,0.2664875190602966,4.714045047353406,1.633578431372549,0.34803921568627455,1.0,0.6740196078431373
Dipole fitting (grid),0,-5,scenario_macro,185,4,0.6457571931380501,0.6421149816458501,1.3012071957489828,5.131913046816165,9.026020030472184,1.7777778273442892,1.7777778273442892,5.131913046816165,9.026020030472184,136.90913878984068,136.90913878984068,0.2982988145889476,1.7777778273442892,1.8147058823529412,0.41176470588235287,1.0,0.7058823529411764
Dipole fitting (grid),0,0,scenario_macro,185,4,0.6566441758391647,0.6427954515047266,1.2645817966516444,5.0931509013576735,9.80398525902609,2.6323521685765825,2.6323521685765825,5.0931509013576735,9.80398525902609,118.71286730738068,118.71286730738068,0.3201692077700841,2.6323521685765825,1.9752450980392156,0.4803921568627451,1.0,0.7401960784313726
Dipole fitting (grid),0,5,scenario_macro,185,4,0.6685959794293688,0.6457109999618282,1.2117648556449077,4.832583530343179,8.875950253510721,0.7723139343468205,0.7723139343468205,4.832583530343179,8.875950253510721,105.90598249252359,105.90598249252359,0.338120984326442,0.7723139343468205,1.999264705882353,0.5441176470588235,1.0,0.7720588235294117
Dipole fitting (grid),0,10,scenario_macro,185,4,0.6692834552386553,0.6445546984436206,1.2095244450683553,5.942880274401792,10.412082218724185,1.1901585287150913,1.1901585287150913,5.942880274401792,10.412082218724185,100.45411925580147,100.45411925580147,0.3509676080321926,1.1901585287150913,2.0708333333333333,0.5490196078431373,0.9852941176470589,0.7671568627450981
Dipole fitting (grid),0,15,scenario_macro,185,4,0.6693683284856908,0.6442290745286599,1.2034783246692171,6.544175537304443,10.864438595840554,1.5656636994467183,1.5656636994467183,6.544175537304443,10.864438595840554,96.9734683125731,96.9734683125731,0.3567220747875177,1.5656636994467183,2.076470588235294,0.5784313725490197,1.0,0.7892156862745099
Dipole fitting (grid),0,20,scenario_macro,185,4,0.6674989022356572,0.6425236219189517,1.2230150981759746,7.148418941068219,10.882929596145331,1.644790956835692,1.644790956835692,7.148418941068219,10.882929596145331,99.26663073561008,99.26663073561008,0.35130718905078273,1.644790956835692,2.0487745098039216,0.5490196078431372,1.0,0.7745098039215685
Dipole fitting (grid),5,-10,scenario_macro,185,4,0.6453421459557833,0.6397921859202094,1.3145175634906514,5.27185994580606,10.027813040426485,4.770580737521247,4.770580737521247,5.27185994580606,10.027813040426485,133.776933320852,133.776933320852,0.30343718950592524,4.770580737521247,1.555392156862745,0.41176470588235287,1.0,0.7058823529411764
Dipole fitting (grid),5,-5,scenario_macro,185,4,0.6590130143027456,0.6429218135763269,1.2542561157025813,4.365670438648967,9.325737977726897,1.168640817319625,1.168640817319625,4.365670438648967,9.325737977726897,115.13261433566053,115.13261433566053,0.33553668258899244,1.168640817319625,1.7678921568627453,0.5049019607843138,1.0,0.7524509803921569
Dipole fitting (grid),5,0,scenario_macro,185,4,0.6646335654706098,0.6448247124234878,1.231053921341854,4.360849726727213,9.25593268502336,1.8251632527864974,1.8251632527864974,4.360849726727213,9.25593268502336,107.29828207304563,107.29828207304563,0.34372591459821156,1.8251632527864974,2.0416666666666665,0.5392156862745098,1.0,0.7696078431372548
Dipole fitting (grid),5,5,scenario_macro,185,4,0.6721832896803617,0.6462494405277686,1.1980422862755948,4.3088751693613085,8.871271887102704,0.9359374197878552,0.9359374197878552,4.3088751693613085,8.871271887102704,100.31579306417932,100.31579306417932,0.34591115444409337,0.9359374197878552,2.058333333333333,0.5490196078431373,1.0,0.7745098039215687
Dipole fitting (grid),5,10,scenario_macro,185,4,0.6717931176797015,0.6464556321587691,1.1955712363407303,4.404785349719865,8.553399030933935,1.5393941820123593,1.5393941820123593,4.404785349719865,8.553399030933935,96.9603335538559,96.9603335538559,0.3492835053205383,1.5393941820123593,2.168872549019608,0.5784313725490197,1.0,0.7892156862745099
Dipole fitting (grid),5,15,scenario_macro,185,4,0.6737464619369724,0.6449175199955822,1.1967149676260154,6.366148546327994,10.881484894284226,2.0274882008209008,2.0274882008209008,6.366148546327994,10.881484894284226,92.57895017413335,92.57895017413335,0.3597614390390131,2.0274882008209008,2.1166666666666667,0.5784313725490197,0.9705882352941176,0.7745098039215687
Dipole fitting (grid),5,20,scenario_macro,185,4,0.6693074233050886,0.6437699443479934,1.2029692620245525,5.8002539725681,10.442689088665013,3.678129330460561,3.5283174095325633,5.8002539725681,10.442689088665013,95.28205818248436,95.2424020857681,0.362219140315696,3.5283174095325633,2.0100490196078433,0.5392156862745098,1.0,0.7696078431372548
Dipole fitting (grid),10,-10,scenario_macro,185,4,0.6578907798016126,0.6405964489710979,1.2903290267505207,5.086777468388886,10.406095917484883,2.3480951562241543,2.3480951562241543,5.086777468388886,10.406095917484883,111.90739277376524,111.90739277376524,0.32900202430016967,2.3480951562241543,1.6105392156862746,0.5147058823529411,1.0,0.7573529411764706
Dipole fitting (grid),10,-5,scenario_macro,185,4,0.6573462367417877,0.6412299742415523,1.2795367066569117,5.287482970781546,10.553658150464534,2.0396625818251892,2.0396625818251892,5.287482970781546,10.553658150464534,113.00557469696896,113.00557469696896,0.32996855736320174,2.0396625818251892,1.628921568627451,0.5098039215686274,1.0,0.7549019607843137
Dipole fitting (grid),10,0,scenario_macro,185,4,0.6693402790082776,0.6448875848728812,1.2159122844394898,4.749325388208746,9.034971502935923,1.395245611747794,1.395245611747794,4.749325388208746,9.034971502935923,98.10753508022111,98.10753508022111,0.3510507891045216,1.395245611747794,1.9948529411764706,0.5735294117647058,1.0,0.7867647058823529
Dipole fitting (grid),10,5,scenario_macro,185,4,0.6753378321002003,0.6459357166681601,1.1871248642174947,4.203957156403282,9.377219505455443,0.801560603708794,0.801560603708794,4.203957156403282,9.377219505455443,96.7892840251365,96.7892840251365,0.3505569961652727,0.801560603708794,1.9840686274509807,0.573529411764706,1.0,0.786764705882353
Dipole fitting (grid),10,10,scenario_macro,185,4,0.6739038071979759,0.6463351460149604,1.19127865070029,4.147867216745966,8.937591626529949,1.2628675926001307,1.2628675926001307,4.147867216745966,8.937591626529949,96.90258130661933,96.90258130661933,0.34675644717910403,1.2628675926001307,2.1338235294117647,0.5784313725490196,1.0,0.7892156862745098
Dipole fitting (grid),10,15,scenario_macro,185,4,0.6753242893433635,0.6466350040349159,1.1947116669130018,4.587992079066866,9.467713231487517,2.234617822310413,2.234617822310413,4.587992079066866,9.467713231487517,89.306043804135,89.306043804135,0.3646870128801307,2.234617822310413,2.1169117647058826,0.5882352941176471,1.0,0.7941176470588236
Dipole fitting (grid),10,20,scenario_macro,185,4,0.673830361559882,0.645813195261298,1.1898375168600124,5.736620591343089,9.700570657560833,0.897313950645572,0.897313950645572,5.736620591343089,9.700570657560833,96.7283702673089,96.7283702673089,0.3524475986300422,0.897313950645572,2.1522058823529413,0.5833333333333334,1.0,0.7916666666666667
Dipole fitting (grid),15,-10,scenario_macro,185,4,0.6564880380641805,0.6403696568592654,1.2919174853401283,6.01441768286674,11.02020553018483,5.8492714977498705,5.638665212584904,6.01441768286674,11.02020553018483,111.34392507746708,111.24481623738944,0.3267830087144132,5.638665212584904,1.5992647058823528,0.49019607843137253,0.9705882352941176,0.7303921568627451
Dipole fitting (grid),15,-5,scenario_macro,185,4,0.6600834632487816,0.6412144166379965,1.2649300473273601,4.890369388890275,10.66105924394912,3.310329615082248,3.310329615082248,4.890369388890275,10.66105924394912,107.5665240368836,107.5665240368836,0.33180996783386824,3.310329615082248,1.5955882352941175,0.5245098039215687,0.9852941176470589,0.7549019607843137
Dipole fitting (grid),15,0,scenario_macro,185,4,0.6642527698110257,0.642875607470567,1.2511925590838286,4.68585175827548,10.094719431893424,3.5959871212900274,3.5959871212900274,4.68585175827548,10.094719431893424,99.64320736997009,99.64320736997009,0.3419022911983724,3.5959871212900274,1.7174019607843136,0.5539215686274509,0.9705882352941176,0.7622549019607843
Dipole fitting (grid),15,5,scenario_macro,185,4,0.6721976139252479,0.6446580903805639,1.2067408567670728,4.535006935559147,9.99400581910622,1.4978909968165768,1.4978909968165768,4.535006935559147,9.99400581910622,92.51017582134058,92.51017582134058,0.35611714807241224,1.4978909968165768,1.8504901960784315,0.5882352941176471,1.0,0.7941176470588236
Dipole fitting (grid),15,10,scenario_macro,185,4,0.6760485914547021,0.646295377346908,1.181730964269069,4.178750256172201,8.598644893628448,1.1565687681933927,1.1565687681933927,4.178750256172201,8.598644893628448,93.44571865536277,93.44571865536277,0.35524134527610746,1.1565687681933927,2.1468137254901962,0.5833333333333334,1.0,0.7916666666666667
Dipole fitting (grid),15,15,scenario_macro,185,4,0.6765400795144804,0.6464305724622462,1.1836216991751536,4.1716242954856995,9.587761017541297,1.1721643238943693,1.1721643238943693,4.1716242954856995,9.587761017541297,93.44099432792859,93.44099432792859,0.3597586218444127,1.1721643238943693,2.093137254901961,0.5882352941176471,1.0,0.7941176470588236
Dipole fitting (grid),15,20,scenario_macro,185,4,0.6683964522804813,0.645684469039623,1.1945812113320682,4.064709863901182,9.50645961336488,1.3679508364620911,1.3679508364620911,4.064709863901182,9.50645961336488,102.63174132052283,102.63174132052283,0.34466781096594656,1.3679508364620911,2.0674019607843137,0.5539215686274509,1.0,0.7769607843137254
Dipole fitting (grid),20,-10,scenario_macro,185,4,0.6533432593782466,0.6392465611765283,1.3045920000234406,5.58898326303698,10.668313589023803,4.252633722306758,4.107581887330521,5.58898326303698,10.668313589023803,113.50122948841465,113.44150226224797,0.3233178849792526,4.107581887330521,1.6286764705882353,0.4803921568627451,0.9558823529411765,0.7181372549019608
Dipole fitting (grid),20,-5,scenario_macro,185,4,0.6573399795188531,0.6404892646502753,1.2761273049295485,5.820926882658214,10.639866907422224,2.4192607949521,2.4192607949521,5.820926882658214,10.639866907422224,111.94327761714935,111.94327761714935,0.3260713824069544,2.4192607949521,1.6526960784313727,0.5098039215686274,0.9852941176470589,0.7475490196078431
Dipole fitting (grid),20,0,scenario_macro,185,4,0.6637469185712719,0.6407344526753052,1.264594590244147,5.455003233236394,10.925372434864933,2.5105432923771387,2.5105432923771387,5.455003233236394,10.925372434864933,103.96945018794112,103.96945018794112,0.3378990135696754,2.5105432923771387,1.7492647058823527,0.5343137254901961,0.9852941176470589,0.7598039215686274
Dipole fitting (grid),20,5,scenario_macro,185,4,0.6650858778914588,0.6422887782855476,1.2568141928858614,5.0731884823261915,9.973372749638111,2.587218268867293,2.587218268867293,5.0731884823261915,9.973372749638111,101.73680766626599,101.73680766626599,0.3334939780401219,2.587218268867293,1.9710784313725487,0.5490196078431372,0.9852941176470589,0.767156862745098
Dipole fitting (grid),20,10,scenario_macro,185,4,0.6682195465844158,0.6443419410064695,1.2118383499168444,4.2596262867579116,8.990592689683616,2.022795654611724,2.022795654611724,4.2596262867579116,8.990592689683616,99.4221000253092,99.4221000253092,0.3464141660596235,2.022795654611724,2.141421568627451,0.5588235294117647,0.9852941176470589,0.7720588235294118
